vdrain,idrain,idrain-fit,errors,vbulk,vgate,vsource
-0.32,1.015e-05,1.1253352e-05,0.10870463054187199,0.0,-1.48,0.0
-0.33,1.041e-05,1.1427939e-05,0.09778472622478378,0.0,-1.48,0.0
-0.34,1.065e-05,1.159462e-05,0.08869671361502356,0.0,-1.48,0.0
-0.35,1.087e-05,1.1753773e-05,0.08130386384544629,0.0,-1.48,0.0
-0.36,1.11e-05,1.1905787e-05,0.07259342342342337,0.0,-1.48,0.0
-0.37,1.134e-05,1.2051056e-05,0.06270335097001767,0.0,-1.48,0.0
-0.38,1.155e-05,1.2189978e-05,0.055409350649350694,0.0,-1.48,0.0
-0.39,1.178e-05,1.2322952e-05,0.04609100169779287,0.0,-1.48,0.0
-0.4,1.196e-05,1.2450377e-05,0.04100142140468227,0.0,-1.48,0.0
-0.41,1.217e-05,1.2572643e-05,0.03308488085456035,0.0,-1.48,0.0
-0.42,1.234e-05,1.2690135e-05,0.0283739870340356,0.0,-1.48,0.0
-0.43,1.252e-05,1.2803224e-05,0.022621725239616607,0.0,-1.48,0.0
-0.44,1.269e-05,1.291227e-05,0.017515366430259978,0.0,-1.48,0.0
-0.45,1.284e-05,1.3017615e-05,0.013832943925233578,0.0,-1.48,0.0
-0.46,1.303e-05,1.3119587e-05,0.0068754412893322625,0.0,-1.48,0.0
-0.47,1.315e-05,1.3218491e-05,0.0052084410646387694,0.0,-1.48,0.0
-0.48,1.333e-05,1.3314616e-05,0.0011540885221304911,0.0,-1.48,0.0
-0.49,1.349e-05,1.340823e-05,0.0060615270570792724,0.0,-1.48,0.0
-0.5,1.365e-05,1.349958e-05,0.011019780219780157,0.0,-1.48,0.0
-0.51,1.375e-05,1.3588895e-05,0.011716727272727361,0.0,-1.48,0.0
-0.52,1.391e-05,1.3676383e-05,0.01679489575844719,0.0,-1.48,0.0
-0.53,1.406e-05,1.3762236e-05,0.021178093883356966,0.0,-1.48,0.0
-0.54,1.418e-05,1.3846625e-05,0.023510225669957627,0.0,-1.48,0.0
-0.55,1.434e-05,1.3929708e-05,0.028611715481171543,0.0,-1.48,0.0
-0.56,1.444e-05,1.4011626e-05,0.029665789473684305,0.0,-1.48,0.0
-0.57,1.457e-05,1.4092505e-05,0.03277247769389154,0.0,-1.48,0.0
-0.58,1.473e-05,1.417246e-05,0.03785064494229455,0.0,-1.48,0.0
-0.59,1.485e-05,1.4251593e-05,0.04029676767676768,0.0,-1.48,0.0
-0.6,1.495e-05,1.4329994e-05,0.04147197324414709,0.0,-1.48,0.0
-0.61,1.51e-05,1.4407746e-05,0.045844635761589356,0.0,-1.48,0.0
-0.62,1.519e-05,1.448492e-05,0.046417379855167855,0.0,-1.48,0.0
-0.63,1.527e-05,1.4561581e-05,0.04639286182056331,0.0,-1.48,0.0
-0.64,1.539e-05,1.4637787e-05,0.048876738141650417,0.0,-1.48,0.0
-0.65,1.559e-05,1.4713588e-05,0.056216292495189335,0.0,-1.48,0.0
-0.66,1.559e-05,1.478903e-05,0.0513771648492624,0.0,-1.48,0.0
-0.67,1.572e-05,1.4864154e-05,0.054443129770992284,0.0,-1.48,0.0
-0.68,1.581e-05,1.4938994e-05,0.055092093611638124,0.0,-1.48,0.0
-0.69,1.586e-05,1.5013584e-05,0.05336796973518293,0.0,-1.48,0.0
-0.7,1.598e-05,1.508795e-05,0.05582290362953688,0.0,-1.48,0.0
-0.71,1.607e-05,1.5162119e-05,0.056495395146235215,0.0,-1.48,0.0
-0.72,1.618e-05,1.5236113e-05,0.05833665018541413,0.0,-1.48,0.0
-0.73,1.628e-05,1.5309951e-05,0.0595853194103194,0.0,-1.48,0.0
-0.74,1.632e-05,1.5383651e-05,0.057374325980392195,0.0,-1.48,0.0
-0.75,1.641e-05,1.5457229e-05,0.05806039000609381,0.0,-1.48,0.0
-0.76,1.652e-05,1.5530699e-05,0.05988504842615013,0.0,-1.48,0.0
-0.77,1.66e-05,1.5604073e-05,0.059995602409638485,0.0,-1.48,0.0
-0.78,1.666e-05,1.5677363e-05,0.058981812725090094,0.0,-1.48,0.0
-0.79,1.674e-05,1.5750578e-05,0.059105256869772874,0.0,-1.48,0.0
-0.8,1.682e-05,1.5823727e-05,0.05923145065398347,0.0,-1.48,0.0
-0.81,1.688e-05,1.5896818e-05,0.05824537914691953,0.0,-1.48,0.0
-0.82,1.702e-05,1.5969858e-05,0.061700470035252655,0.0,-1.48,0.0
-0.83,1.704e-05,1.6042853e-05,0.058518016431924856,0.0,-1.48,0.0
-0.84,1.715e-05,1.6115809e-05,0.060302682215743426,0.0,-1.48,0.0
-0.85,1.724e-05,1.6188731e-05,0.06097848027842226,0.0,-1.48,0.0
-0.86,1.726e-05,1.6261624e-05,0.05784333719582859,0.0,-1.48,0.0
-0.87,1.738e-05,1.633449e-05,0.06015592635212885,0.0,-1.48,0.0
-0.88,1.74e-05,1.6407335e-05,0.057049712643678106,0.0,-1.48,0.0
-0.89,1.748e-05,1.6480161e-05,0.05719902745995425,0.0,-1.48,0.0
-0.9,1.759e-05,1.655297e-05,0.05895565662308125,0.0,-1.48,0.0
-0.91,1.76e-05,1.6625767e-05,0.05535414772727283,0.0,-1.48,0.0
-0.92,1.767e-05,1.6698551e-05,0.054977306168647405,0.0,-1.48,0.0
-0.93,1.777e-05,1.6771327e-05,0.05619994372537988,0.0,-1.48,0.0
-0.94,1.778e-05,1.6844096e-05,0.05263802024746907,0.0,-1.48,0.0
-0.95,1.774e-05,1.6916859e-05,0.04640028184892904,0.0,-1.48,0.0
-0.96,1.794e-05,1.6989617e-05,0.05297564102564105,0.0,-1.48,0.0
-0.97,1.793e-05,1.7062373e-05,0.048389682097043994,0.0,-1.48,0.0
-0.98,1.801e-05,1.7135127e-05,0.04857706829539146,0.0,-1.48,0.0
-0.99,1.812e-05,1.720788e-05,0.050337748344370804,0.0,-1.48,0.0
-1.0,1.813e-05,1.7280633e-05,0.04684870380584678,0.0,-1.48,0.0
-1.01,1.817e-05,1.7353388e-05,0.04494287286736385,0.0,-1.48,0.0
-1.02,1.826e-05,1.7426144e-05,0.04566571741511511,0.0,-1.48,0.0
-1.03,1.827e-05,1.7498903e-05,0.04220563765736172,0.0,-1.48,0.0
-1.04,1.831e-05,1.7571664e-05,0.0403241944292735,0.0,-1.48,0.0
-1.05,1.84e-05,1.764443e-05,0.04106358695652181,0.0,-1.48,0.0
